year,week,state,1,11,13,15,17,19,21,23,25,27,29,3,31,33,35,37,39,41,5,7,9
2015,40,20.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2015,41,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,43,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,44,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,46,15.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
2015,47,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,48,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,49,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015,50,18.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2015,51,17.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,52,26.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,1,24.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
2016,2,49.0,2.0,0.0,1.0,0.0,4.0,2.0,3.0,5.0,7.0,1.0,2.0,7.0,2.0,0.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0
2016,3,53.0,2.0,1.0,6.0,0.0,2.0,1.0,2.0,2.0,6.0,0.0,3.0,12.0,4.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0
2016,4,84.0,3.0,0.0,3.0,0.0,4.0,0.0,5.0,6.0,11.0,5.0,1.0,18.0,9.0,0.0,6.0,0.0,6.0,1.0,4.0,2.0,0.0
