year,week,state,1,11,13,15,17,19,21,23,25,27,29,3,31,33,35,37,39,41,5,7,9
2016,40,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0
2016,41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,42,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
2016,43,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,44,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2016,45,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,46,36.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,3.0,8.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0
2016,47,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,48,41.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,7.0,1.0,14.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
2016,49,57.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,5.0,8.0,5.0,15.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0
2016,50,75.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,16.0,6.0,5.0,15.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,7.0,0.0
2016,51,234.0,8.0,0.0,14.0,4.0,18.0,9.0,8.0,9.0,19.0,9.0,24.0,53.0,9.0,0.0,3.0,3.0,17.0,3.0,2.0,22.0,0.0
2016,52,426.0,13.0,1.0,13.0,18.0,22.0,3.0,11.0,12.0,57.0,18.0,51.0,88.0,22.0,2.0,1.0,2.0,32.0,0.0,12.0,47.0,1.0
2017,1,554.0,32.0,2.0,19.0,10.0,52.0,10.0,6.0,15.0,62.0,23.0,46.0,145.0,23.0,2.0,4.0,3.0,28.0,3.0,20.0,49.0,0.0
2017,2,697.0,27.0,2.0,33.0,25.0,53.0,5.0,21.0,31.0,96.0,29.0,50.0,129.0,45.0,0.0,10.0,10.0,43.0,2.0,15.0,70.0,1.0
2017,3,788.0,31.0,0.0,35.0,21.0,100.0,13.0,23.0,17.0,66.0,50.0,48.0,167.0,64.0,0.0,6.0,8.0,34.0,21.0,19.0,64.0,1.0
2017,4,1236.0,45.0,2.0,69.0,28.0,98.0,20.0,41.0,51.0,79.0,74.0,84.0,246.0,152.0,0.0,8.0,11.0,66.0,27.0,36.0,95.0,4.0
2017,5,1189.0,71.0,0.0,64.0,40.0,55.0,17.0,50.0,51.0,81.0,61.0,58.0,219.0,178.0,0.0,21.0,9.0,54.0,26.0,43.0,91.0,0.0
2017,6,1597.0,102.0,1.0,93.0,29.0,150.0,19.0,42.0,69.0,116.0,100.0,95.0,207.0,196.0,0.0,16.0,19.0,110.0,29.0,55.0,142.0,7.0
2017,7,1229.0,97.0,2.0,51.0,44.0,90.0,15.0,24.0,58.0,92.0,76.0,70.0,221.0,121.0,1.0,10.0,12.0,84.0,17.0,49.0,93.0,2.0
2017,8,999.0,96.0,8.0,31.0,29.0,48.0,27.0,21.0,45.0,83.0,52.0,59.0,132.0,78.0,3.0,12.0,10.0,69.0,31.0,67.0,96.0,2.0
